state,city,college,country
texas,huntsville,sam houston state university,united states
texas,kerriville,schreiner university,united states
texas,levelland,south plains college,united states
texas,mcallen,south texas college,united states
texas,dallas,southern methodist university,united states
texas,georgetown,southwestern university,united states
texas,san antonio,st. mary's university,united states
texas,nacogdoches,stephen f. austin state university,united states
texas,alpine,sul ross state university,united states
texas,stephenville,tarleton state university,united states
texas,texarkana,texarkana college,united states
texas,laredo,texas a&m international university,united states
texas,college station,texas a&m university,united states
texas,kileen,texas a&m university-central texas,united states
texas,commerce,texas a&m university-commerce,united states
texas,corpus christi,texas a&m university-corpus christi,united states
texas,kingsville,texas a&m university-kingsville,united states
texas,san antonio,texas a&m university-san antonio,united states
texas,texarkana,texas a&m university-texarkana,united states
texas,fort worth,texas christian university,united states
texas,tyler,texas college,united states
texas,seguin,texas lutheran university,united states
texas,houston,texas southern university,united states
texas,san marcos,texas state university,united states
texas,lubbock,texas tech university,united states
texas,lubbock,texas tech university health sciences center,united states
texas,el paso,texas tech university health sciences center el paso,united states
texas,fort worth,texas wesleyan university,united states
texas,denton,texas woman’s university,united states
texas,san antonia,trinity university,united states
texas,tyler,tyler junior college,united states
texas,irving,university of dallas,united states
texas,houston,university of houston,united states
texas,houston,university of houston-clear lake,united states
texas,houston,university of houston-downtown,united states
texas,victoria,university of houston-victoria,united states
texas,belton,university of mary hardin at baylor,united states
texas,denton,university of north texas,united states
texas,fort worth,university of north texas health science center,united states
texas,dallas,university of north texas at dallas,united states
texas,houston,university of st. thomas,united states
texas,houston,university of texas health science center at houston,united states
texas,san antonio,university of texas health science center at san antonio,united states
texas,tyler,university of texas health science center at tyler,united states
texas,houston,university of texas md anderson cancer center,united states
texas,galveston,university of texas medical branch at galveston,united states
texas,odessa,university of texas permian basin,united states
texas,edinburg,university of texas rio grande valley,united states
texas,dallas,university of texas southwestern medical center,united states
texas,arlington,university of texas at arlington,united states
texas,austin,university of texas at austin,united states
texas,dallas,university of texas at dallas,united states
texas,el paso,university of texas at el paso,united states
texas,san antonio,university of texas at san antonio,united states
texas,tyler,university of texas at tyler,united states
texas,san antonio,university of the incarnate word,united states
texas,plainview,wayland baptist university,united states
texas,canyon,west texas a&m university,united states
utah,provo,brigham young university,united states
utah,st. george,dixie state university,united states
utah,salt lake city,salt lake community college,united states
utah,ephraim,snow college,united states
utah,cedar city,southern utah university,united states
utah,salt lake city,university of utah,united states
utah,logan,utah state university,united states
utah,orem,utah valley university,united states
utah,ogden,weber state university,united states
utah,salt lake city,westminster college,united states
vermont,bennington,bennington college,united states
vermont,castleton,castleton university,united states
vermont,burlington,champlain college,united states
vermont,montpelier,community college of vermont,united states
vermont,plainfield,goddard college,united states
vermont,putney,landmark college,united states
vermont,middlebury,middlebury college,united states
vermont,johnson,northern vermont university-johnson,united states
vermont,lyndonville,northern vermont university-lyndon,united states
vermont,northfield,norwich university,united states
vermont,colchester,saint michael's college,united states
vermont,craftsbury common,sterling college,united states
vermont,burlington,university of vermont,united states
vermont,montpelier,vermont college of fine arts,united states
vermont,south royalton,vermont law school,united states
vermont,randolph,vermont technical college,united states
virgin islands,charlotte amalie,university of the virgin islands,united states
virginia,danville,averett university,united states
virginia,bluefield,bluefield college,united states
virginia,bridgewater,bridgewater college,united states
virginia,newport news,christopher newport university,united states
virginia,danville,danville community college,united states
virginia,harrisonburg,eastern mennonite university,united states
virginia,norfolk,eastern virginia medical school,united states
virginia,emory,emory & henry college,united states
virginia,ferrum,ferrum college,united states
virginia,fairfax,george mason university,united states
virginia,hampden-sydney,hampden-sydney college,united states
virginia,hampton,hampton university,united states
virginia,roanoke,hollins university,united states
virginia,harrisonburg,james madison university,united states
virginia,lynchburg,liberty university,united states
virginia,farmville,longwood university,united states
virginia,staunton,mary baldwin university,united states
virginia,arlington,marymount university,united states
virginia,norfolk,norfolk state university,united states
virginia,norfolk,old dominion university,united states
virginia,radford,radford university,united states
virginia,lynchburg,randolph college,united states
virginia,ashland,randolph-macon college,united states
virginia,salem,roanoke college,united states
virginia,winchester,shenandoah university,united states
virginia,buena vista,southern virginia university,united states
virginia,sweet briar,sweet briar college,united states
virginia,lynchburg,university of lynchburg,united states
virginia,fredericksburg,university of mary washington,united states
virginia,richmond,university of richmond,united states
virginia,charlottesville,university of virginia,united states
virginia,wise,university of virginia's college at wise,united states
virginia,richmond,virginia commonwealth university,united states
virginia,abingdon,virginia highlands community college,united states
virginia,lexington,virginia military institute,united states
virginia,petersburg,virginia state university,united states
virginia,blacksburg,virginia tech,united states
virginia,richmond,virginia union university,united states
virginia,virginia beach,virginia wesleyan university,united states
virginia,lexington,washington and lee university,united states
virginia,williamsburg,william & mary,united states
"washington, d.c.",washington,american university,united states
"washington, d.c.",washington,catholic university of america,united states
"washington, d.c.",washington,gallaudet university,united states
"washington, d.c.",washington,george washington university,united states
"washington, d.c.",washington,georgetown university,united states
"washington, d.c.",washington,howard university,united states
"washington, d.c.",washington,trinity washington university,united states
"washington, d.c.",washington,university of the district of columbia,united states
washington,bellevue,bellevue college,united states
washington,bellingham,bellingham technical college,united states
washington,bothell,cascadia college,united states
washington,ellensburg,central washington university,united states
washington,centralia,centralia college,united states
washington,vancouver,clark college,united states
washington,lakewood,clover park technical college,united states
washington,pasco,columbia basin college,united states
washington,cheney,eastern washington university,united states
washington,lynnwood,edmonds college,united states
washington,everett,everett community college,united states
washington,olympia,evergreen state college,united states
washington,spokane,gonzaga university,united states
washington,aberdeen,grays harbor college,united states
washington,auburn,green river college,united states
washington,des moines,highline college,united states
washington,kirkland,lake washington institute of technology,united states
washington,longview,lower columbia college,united states
washington,seattle,north seattle college,united states
washington,bellingham,northwest indian college,united states
washington,bremerton,olympic college,united states
washington,tacoma,pacific lutheran university,united states
washington,port angeles,peninsula college,united states
washington,lakewood,pierce college,united states
washington,renton,renton technical college,united states
washington,lacey,saint martin's university,united states
washington,seattle,seattle central college,united states
washington,seattle,seattle pacific university,united states
washington,seattle,seattle university,united states
washington,mount vernon,skagit valley college,united states
washington,seattle,south seattle college,united states
washington,spokane,spokane community college,united states
washington,spokane,spokane falls community college,united states
washington,tacoma,tacoma community college,united states
washington,tacoma,university of puget sound,united states
washington,seattle,university of washington,united states
washington,bothell,university of washington bothell,united states
washington,tacoma,university of washington tacoma,united states
washington,walla walla,walla walla community college,united states
washington,pullman,washington state university,united states
washington,wenatchee,wenatchee valley college,united states
washington,bellingham,western washington university,united states
washington,bellingham,whatcom community college,united states
washington,walla walla,whitman college,united states
washington,spokane,whitworth university,united states
washington,yakima,yakima valley college,united states
west virginia,philippi,alderson broaddus university,united states
west virginia,bethany,bethany college (w.va.),united states
west virginia,bluefield,bluefield state college,united states
west virginia,athens,concord university,united states
west virginia,elkins,davis & elkins college,united states
west virginia,fairmont,fairmont state university,united states
west virginia,glenville ,glenville state college,united states
west virginia,huntington,marshall university,united states
west virginia,vienna,ohio valley university,united states
west virginia,keyser,potomac state college of west virginia university,united states
west virginia,salem,salem university,united states
west virginia,shepherdstown,shepherd university,united states
west virginia,charleston,university of charleston,united states
west virginia,west liberty,west liberty university,united states
west virginia,lewisburg,west virginia school of osteopathic medicine,united states
west virginia,institute,west virginia state university,united states
west virginia,morgantown,west virginia university,united states
west virginia,montgomery,west virginia university institute of technology,united states
west virginia,parkersburg,west virginia university at parkersburg,united states
west virginia,buckhannon,west virginia wesleyan college,united states
west virginia,wheeling,wheeling university,united states
wisconsin,milwaukee,alverno college,united states
wisconsin,beloit,beloit college,united states
wisconsin,waukesha,carroll university,united states
wisconsin,kenosha,carthage college,united states
wisconsin,mequon,concordia university wisconsin,united states
wisconsin,madison,edgewood college,united states
wisconsin,plymouth,lakeland university,united states
wisconsin,appleton,lawrence university,united states
wisconsin,madison,madison area technical college,united states
wisconsin,watertown,maranatha baptist university,united states
wisconsin,fond du lac,marian university,united states
wisconsin,milwaukee,marquette university,united states
wisconsin,milwaukee,milwaukee school of engineering,united states
wisconsin,milwaukee,mount mary university,united states
wisconsin,ashland,northland college,united states
wisconsin,ripon,ripon college,united states
wisconsin,de pere,saint norbert college,united states
wisconsin,eau claire,university of wisconsin-eau claire,united states
wisconsin,green bay,university of wisconsin-green bay,united states
wisconsin,la crosse,university of wisconsin-la crosse,united states
wisconsin,madison,university of wisconsin-madison,united states
wisconsin,milwaukee,university of wisconsin-milwaukee,united states
wisconsin,oshkosh,university of wisconsin-oshkosh,united states
wisconsin,somers,university of wisconsin-parkside,united states
wisconsin,platteville,university of wisconsin-platteville,united states
wisconsin,river falls,university of wisconsin-river falls,united states
wisconsin,stevens point,university of wisconsin-stevens point,united states
wisconsin,menomonie,university of wisconsin-stout,united states
wisconsin,superior,university of wisconsin-superior,united states
wisconsin,whitewater,university of wisconsin-whitewater,united states
wisconsin,la crosse,viterbo university,united states
wisconsin,milwaukee,wisconsin lutheran college,united states
wyoming,casper,casper college,united states
wyoming,torrington,eastern wyoming college,united states
wyoming,laramie,university of wyoming,united states
wyoming,rock springs,western wyoming community college,united states
